Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Bee_iso,Research_country,Research_iso,Country,Iso_code,Collection time,Approach group
Bee Disease Varroa Prediction Utilizing Convolutional Neural Networks with Augmentation for Robust Detection and Identification of Honeybee Infection,Sharma et al.,2024,Detection,Varroa & Disease Detection — CNN Ensemble with Augmentation for Varroa Detection,"ResNet50, custom CNN, Inception V3 compared + data augmentation (rotation, flipping, brightness jitter, synthetic generation). Transfer learning on pre-trained weights. Ensemble approach for improved robustness.",Image,https://ieeexplore.ieee.org/abstract/document/10798343,"Honeybees, integral to global pollination and food security, confront an imminent threat posed by the Varroa destructor mite. Timely identification of Varroa infestations is pivotal for sustaining bee populations. This research introduces a pioneering strategy for early detection, harnessing cutting-edge deep learning methodologies, specifically centered around Convolutional Neural Networks (CNNs), with emphasis on ResNet and Inception models. Additionally, we deploy data augmentation techniques to refine model training. Employing Contrast Limited Adaptive Histogram Equalization (CLAHE) as a preprocessing measure enhances image quality and elevates detection precision. Our findings exhibit substantial advancements in Varroa mite identification, promising improved bee health management and fostering sustainable pollination practices. The outcomes of our experiments are promising, suggesting that our proposed approach enhances the process of identifying bee disease. This improvement holds the potential to yield superior uncovering results compared to existing methods.",IEEE,,Varroa mite detection in honeybee populations,-,New Zealand,,,New Zealand,NZL,New Zealand,NZL,2024,
Bee Hive Acoustic Monitoring and Processing Using Convolutional Neural Network and Machine Learning,Sakova et al.,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Monitoring and Predictive Health Analytics,LSTM and 1D-CNN on 1D audio spectrum features. Binary classification: queen present vs absent. Systematic review of available bee audio datasets. IoT sensor network deployment.,Audio,https://ieeexplore.ieee.org/document/10524087/,"This article focuses on utilizing artificial intelligence in monitoring bee colonies by analyzing their sound manifestations through smart sensor networks. It examines available datasets of recorded audio data from the hives. The collection of sound samples is realized through embedded systems consisting of micro-controllers, microphones and various sensors (e.g. temperature, humidity, pressure, weight, etc.) in the nodes of the smart sensor networks located in the hives of our interest. Subsequently, we test the ability of deep learning algorithms to predict the presence of the queen bee in the hive. The work implements models of two deep-learning algorithms and evaluates the created models’ performance in processing sound for one-dimensional signals.",IEEE,-,Classification of bee colony sounds (queen bee presence),USA,Slovakia,United States,USA,Slovakia,SVK,United States,USA,2019,Recurrent / Sequential
Bee Together: Joining Bee Audio Datasets for Hive Extrapolation in AI-Based Monitoring,Bricout et al.,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Cross-Dataset Generalisation for Acoustic Monitoring,"MFCC features + CNN, KNN, SVM compared. Key contribution: trains on joined multi-source datasets and evaluates cross-hive generalisation. Tests whether models trained on one hive's data transfer to unseen hives.",Audio,https://www.mdpi.com/1424-8220/24/18/6067,"Beehive health monitoring has gained interest in the study of bees in biology, ecology, and agriculture. As audio sensors are less intrusive, a number of audio datasets (mainly labeled with the presence of a queen in the hive) have appeared in the literature, and interest in their classification has been raised. All studies have exhibited good accuracy, and a few have questioned and revealed that classification cannot be generalized to unseen hives. To increase the number of known hives, a review of open datasets is described, and a merger in the form of the “BeeTogether” dataset on the open Kaggle platform is proposed. This common framework standardizes the data format and features while providing data augmentation techniques and a methodology for measuring hives’ extrapolation properties. A classical classifier is proposed to benchmark the whole dataset, achieving the same good accuracy and poor hive generalization as those found in the literature. Insight into the role of the frequency of the classification of the presence of a queen is provided, and it is shown that this frequency mostly depends on a colony’s belonging. New classifiers inspired by contrastive learning are introduced to circumvent the effect of colony belonging and obtain both good accuracy and hive extrapolation abilities when learning changes in labels. A process for obtaining absolute labels was prototyped on an unsupervised dataset. Solving hive extrapolation with a common open platform and contrastive approach can result in effective applications in agriculture.",MDPI,,dataset for hive monitoring,UK (NU-Hive project),France,United Kingdom,GBR,France,FRA,United Kingdom,GBR,2019,Hybrid / Multi-Model
"BeeMind AI — Development of an Artificial Intelligence-Based System to Assess Honeybee Health, Behavior, and Nutrient Effects",Lo,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Integrated Multimodal AI Health Assessment System,"YOLOv8 (object detection: bees, health indicators) + multimodal fusion of 8 sensors: microphone, temperature, humidity, CO2, atmospheric pressure, camera. First integrated AI honeybee health assessment system.","Multimodal (image, audio, CO2, temperature, humidity, atmospheric pressure)",https://ieeexplore.ieee.org/document/10586070/,"This research proposed and built the first integrated AI-based honeybee health assessment system called BeeMind AI. The BeeMind AI system had eight sensors including a microphone, temperature and humidity, carbon dioxide, atmospheric pressure, and camera, which enabled BeeMind AI to monitor both in-hive and external conditions. BeeMind AI has several diverse applications due to its ability to analyze honeybee movement and behavioral patterns to determine honeybee health, and it was used to evaluate the effects of four nutrients on honeybee health through video analysis in two experimental settings, one in a newly designed tri-chambered maze based on a Delayed Matching-to-Sample procedure, and another in a free-flying homing paradigm. The free-flying experiment was conducted to study the effect of nutrients on return rates of honeybees at distances of 300 m, 500 m, and 800 m, and it was found that the base return rates of the control group even at 800 m was close to 75%. It was observed for the first time that C60 nanoparticles had significant positive effects on learning, memory, and flying capabilities, improving return rates by around 9% at 300 m, 16% at 500 m, and 20% at 800 m, while neonicotinoid pesticides had negative effects on return rates, reducing them significantly by up to 30%. The developed BeeMind AI system has a significant impact on honeybee-related research, especially in the evaluation of honeybee learning and memory",IEEE,,Integrated AI system to assess honeybee health and behavioral responses,USA,USA,United States,USA,United States,USA,United States,USA,2023,Object Detection / Segmentation
Convolutional Neural Networks for Real-Time Classification of Beehive Acoustic Patterns on Constrained Devices,Robles-Guerrero et al.,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Monitoring and Predictive Health Analytics,"Transfer learning with lightweight CNN architectures (MobileNet, EfficientNet, ConvNeXt) evaluated for FLOPS and energy efficiency. Binary/multiclass bee-sound classification on constrained embedded hardware (Raspberry Pi). Compares accuracy vs computational cost trade-offs.",Audio,https://www.mdpi.com/1424-8220/24/19/6384,"Recent research has demonstrated the effectiveness of convolutional neural networks (CNN) in assessing the health status of bee colonies by classifying acoustic patterns. However, developing a monitoring system using CNNs compared to conventional machine learning models can result in higher computation costs, greater energy demand, and longer inference times. This study examines the potential of CNN architectures in developing a monitoring system based on constrained hardware. The experimentation involved testing ten CNN architectures from the PyTorch and Torchvision libraries on single-board computers: an Nvidia Jetson Nano (NJN), a Raspberry Pi 5 (RPi5), and an Orange Pi 5 (OPi5). The CNN architectures were trained using four datasets containing spectrograms of acoustic samples of different durations (30, 10, 5, or 1 s) to analyze their impact on performance. The hyperparameter search was conducted using the Optuna framework, and the CNN models were validated using k-fold cross-validation. The inference time and power consumption were measured to compare the performance of the CNN models and the SBCs. The aim is to provide a basis for developing a monitoring system for precision applications in apiculture based on constrained devices and CNNs.",MDPI,-,Developing a monitoring system based on a CNN for constrained devices,"Zacatecas, Mexico",Mexico,Mexico,MEX,Mexico,MEX,Mexico,MEX,2018,CNN & Variants
Developing a Multimodal System for Bee Object Detection and Health Assessment,Liang,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Monitoring and Predictive Health Analytics,Cross-attention-based multimodal neural network fusing image (YOLOv5 detected bee crops) + audio (CNN/LSTM features). Simultaneously classifies health status from combined visual and acoustic signals. End-to-end multimodal fusion architecture.,Multimodal (image + audio),https://ieeexplore.ieee.org/document/10684835/,"Honey bees pollinate about one-third of the world’s food supply, but bee colonies have alarmingly declined by nearly 40% over the past decade due to several factors, including exposure to pesticides. Traditional methods for monitoring beehives, such as human inspections, are subjective, disruptive, and time-consuming. To address these limitations, artificial intelligence has been used to assess beehive health. However, previous studies have lacked an end-to-end solution and primarily relied on data from a single source, either bee images or sounds. This study introduces a unified system for bee object detection, which selectively processes data containing bees for health evaluation. Additionally, it utilizes a combination of visual and audio signals to analyze bee behaviors. A Cross-Attention-based Multimodal Neural Network (CAMNN) was developed to adaptively focus on key features from each type of signal for more accurate bee health assessment. The CAMNN achieved an overall accuracy of 93%, surpassing eight existing single-signal Convolutional Neural Networks and Recurrent Neural Networks. It outperformed the best image-based model by 33% and the top audio-based model by 15%. Furthermore, it improved prediction robustness, attaining an F1-score above 90% across all four evaluated health conditions. The study also showed that audio signals were more reliable than images for assessing bee health. By seamlessly integrating CAMNN with both image and sound data in a holistic bee health monitoring system, this approach provided a more efficient and non-invasive solution for the early detection of bee diseases and the preservation of bee colonies.",IEEE,,classify bee health through image and sound analysis,USA (California),USA,United States,USA,United States,USA,United States,USA,2023,Hybrid / Multi-Model
"Discrete Time Series Forecasting of Hive Weight, In-Hive Temperature, and Hive Entrance Traffic",Kulyukin et al.,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Multi-Signal Colony Forecasting (ANN/CNN/LSTM vs ARIMA),"ANN, CNN, LSTM (shallow) compared vs ARIMA baseline on three concurrent time series: hive weight, in-hive temperature, entrance video traffic. 10 colonies monitored June–October 2022 at Carl Hayden Bee Research Center.",time-series,,,,,,,,,,,,,,,
Empirical Analysis of Honeybee Acoustics as Biosensor Signals for Swarm Prediction in Beehives,Iqbal et al.,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Monitoring and Predictive Health Analytics,"Six model families compared: Naive Bayes, KNN, SVM (classical ML) + CNN, LSTM, Transformer (deep learning). Features: MFCC and Mel spectrogram. Binary swarm-prediction task. First use of Transformer for bee audio classification.",Audio,https://ieeexplore.ieee.org/document/10701518/,"Honeybees play a vital role in preservation of an healthy environment. Bees not only provide pollination services but also produce honey, beeswax, and royal jelly. Beekeeping has a rich history and substantial economic potential worldwide, but swarming remains a crucial challenge for maintaining profitability. Swarming, a typical colony reproductive process in honeybees, significantly impacts beekeepers profitability by lowering the number of bees in hives and thus effecting honey production. Monitoring of these beehives is therefore of paramount importance to keep an eye on their irregular behavior. Swarm prediction can be done by visually inspecting hives, monitoring temperature, or analyzing acoustic features with machine learning. Acoustic monitoring is instrumental in detecting changes in colony behavior since it overcomes the constraints of visual inspections and is not affected by external factors like temperature. In this paper, we aim to evaluate various state-of-the-art machine learning and deep learning models for swarm prediction by studying wave plot features, Mel Spectrogram, and Melfrequency Cepstral coefficients (MFCC). We use Naive Bayes, K-nearest Neighbors (KNN), and Support Vector Machines (SVM) as machine learning models and Convolution Neural Networks (CNN), Long Short Term Memory (LSTM), and Transformers as deep learning models for comparison purposes. We apply these models on a well-known honey bees audio dataset provided by the NU-hive project and consider classification metrics such as accuracy, precision, recall, and F1 score for the comparative evaluation of our models. Our evaluation demonstrates SVM as the best-performing machine learning algorithm. In particular, SVM with Mel Spectrogram as input data, achieved an accuracy of around 97%. On the other hand, CNN outperformed all the models and achieved an accuracy of 99%, using MFCC features as input data. As a result of these encouraging outcomes, we understand that our results can help the researchers to choose which AI model is more suitable for them to design beehive monitoring systems for accurate identification of abnormal situations in beehives.",IEEE,,which AI model is more suitable for them to design beehive monitoring systems for accurate identification of abnormal situations in beehives,NU-Hive (USA),Saudi Arabia,Niue,NIU,Saudi Arabia,SAU,Niue,NIU,2018,Hybrid / Multi-Model
Identification of Honeybees with Paint Codes Using Convolutional Neural Networks,Plaza et al.,2024,Tracking & Pose Estimation,Individual Tracking & Re-identification — Supervised Contrastive Re-ID with Paint Code Marking,Supervised Contrastive Learning (SimCLR-style) with CNN backbone for individual re-identification from paint-code patterns on bee thorax. No barcode equipment needed. Field-deployable lightweight marking system.,Image,https://www.scitepress.org/Papers/2024/124606/124606.pdf,"This paper proposes and evaluates methods for the automatic re-identification of honeybees marked with
paint codes. It leverages deep learning models to recognize specific individuals from images, which is a key
component for the automation of wild-life video monitoring. Paint code marking is traditionally used for
individual re-identification in the field as it is less intrusive compared to alternative tagging approaches and is
human-readable. To assess the performance of re-id using paint codes, we built a mostly balanced dataset of
8062 images of honeybees marked with one or two paint dots from 8 different colors, generating 64 distinct
codes, repeated twice on distinct individual bees. This dataset was used to perform an extensive comparison
of convolutional network re-identification approaches. The first approach uses supervised learning to estimate
the paint code directly; the second approach uses contrastive learning to learn an identity feature vector that is
then used to query a database of known identities. Best performance reached 85% correct identification for all
64 identities, and up to 97.6% for 8 identities, showing the potential of the technique. Ablation studies with
variation in training data and selection of IDs provide guidance for future use of this technique in the field",Scitepress,,"automatic re-identification of honeybees marked with
paint code",-,Puerto Rico,,,Puerto Rico,PRI,Puerto Rico,PRI,2024,Domain Specific / Specialized
Improving Pollen-Bearing Honey Bee Detection from Videos by Combining Deep Learning and Handling Imbalance Techniques,Nguyen et al.,2024,Detection,Pollen & Foraging Monitoring — Imbalance-Aware Deep Pollen Detection,"YOLOv5 + Faster RCNN as baselines; three imbalance-handling techniques integrated (oversampling, loss reweighting, synthetic data). Recall improved 85%→88%, F1 improved 91%→93%. Dataset: entrance camera video.",Video,https://www.sciencedirect.com/science/article/pii/S1574954124002863,"The number of pollen-bearing honey bees serves as a vital indicator for assessing colony balance and health. Despite its significance, prevailing detection techniques still rely heavily on manual observation and annotation, leading to time-consuming processes that cannot sustain long-term, continuous monitoring efforts. To facilitate automatic beehive monitoring, this study introduces an efficient method for pollen-bearing bee detection. Initially, we furnish a comprehensive dataset, dubbed VnPollenBee, meticulously annotated for pollen-bearing honey bee detection and classification. The dataset comprises 60,826 annotated boxes that delineate both pollen-bearing and non-pollen-bearing bees in 2051 images captured at the entrances of beehives under various environmental conditions. To the best of our knowledge, this represents the first dedicated dataset for pollen-bearing bee detection. The VnPollenBee dataset is publicly accessible to the research community at https://comvis-hust.github.io/datasets/pollenbee.html. Subsequently, we propose the incorporation of diverse techniques into two baseline models, namely YOLOv5 and Faster RCNN, to effectively address the imbalance that arises during the detection of pollen-bearing bees due to their number being typically much lower than the total number of bees present at hive entrances. The experimental results demonstrate that our proposed method outperforms the baseline models on the VnPollenBee dataset, yielding Precision, Recall, and F1 score of 99%, 93%, and 95%, respectively. Specifically, the improvements obtained are 3% and 2% in Recall and F1 score when using YOLOv5, and 3%, 2%, and 2% in Precision, Recall, and F1 score when using Faster RCNN. These findings confirm the potential of our approach to facilitate bee foraging behavior analysis and automated bee monitoring.",ScienceDirect,,detection of pollen-bearing bees,-,Vietnam,,,Viet Nam,VNM,Viet Nam,VNM,2022,Object Detection / Segmentation
Individual Honey Bee Tracking in a Beehive Environment Using Deep Learning and Kalman Filter,Kongsilp et al.,2024,Tracking & Pose Estimation,Individual Tracking & Re-identification — MaskRCNN Instance Segmentation with Kalman Filtering,Mask R-CNN (instance segmentation: detect + segment individual bees) + ResNet backbone + Kalman filter (temporal trajectory smoothing and prediction). Handles occlusion in dense comb environment.,Image,https://www.nature.com/articles/s41598-023-44718-y,"The honey bee is the most essential pollinator and a key contributor to the natural ecosystem. There are numerous ways for thousands of bees in a hive to communicate with one another. Individual trajectories and social interactions are thus complex behavioral features that can provide valuable information for an ecological study. To study honey bee behavior, the key challenges that have resulted from unreliable studies include complexity (high density of similar objects, small objects, and occlusion), the variety of background scenes, the dynamism of individual bee movements, and the similarity between the bee body and the background in the beehive. This study investigated the tracking of individual bees in a beehive environment using a deep learning approach and a Kalman filter. Detection of multiple bees and individual object segmentation were performed using Mask R-CNN with a ResNet-101 backbone network. Subsequently, the Kalman filter was employed for tracking multiple bees by tracking the body of each bee across a sequence of image frames. Three metrics were used to assess the proposed framework: mean average precision (mAP) for multiple-object detection and segmentation tasks, CLEAR MOT for multiple object tracking tasks, and MOTS for multiple object tracking and segmentation tasks. For CLEAR MOT and MOTS metrics, accuracy (MOTA and MOTSA) and precision (MOTP and MOTSP) are considered. By employing videos from a custom-designed observation beehive, recorded at a frame rate of 30 frames per second (fps) and utilizing a continuous frame rate of 10 fps as input data, our system displayed impressive performance. It yielded satisfactory outcomes for tasks involving segmentation and tracking of multiple instances of bee behavior. For the multiple-object segmentation task based on Mask R-CNN, we achieved a 0.85 mAP. For the multiple-object-tracking task with the Kalman filter, we achieved 77.48% MOTA, 79.79% MOTSP, and 79.56% recall. For the overall system for multiple-object tracking and segmentation tasks, we achieved 77.00% MOTSA, 75.60% MOTSP, and 80.30% recall.",SpringerNature,,tracking of individual bees in a beehive environment using a deep learning approach and a Kalman filter. Detection of multiple bees and individual object segmentation .,Thailand (Lab setting),Thailand,Thailand,THA,Thailand,THA,Thailand,THA,2021,Hybrid / Multi-Model
Machine Learning-Based Bee Recognition and Tracking for Advancing Insect Behavior Research,Rozenbaum et al.,2024,Tracking & Pose Estimation,Individual Tracking & Re-identification — YOLOv5 Dual-System Tracking (Planar and Spatial),"YOLOv5 (bee detection and recognition) + two tracking systems: (1) planar tracker (in closed maze, neural network), (2) spatial tracker (open environment, NN + tracking algorithm). Automated labelling pipeline for building training datasets.",Multimodal (Image/Video),https://link.springer.com/article/10.1007/s10462-024-10879-z,"The study of insect behavior, particularly that of honey bees, has a broad scope and significance. Tracking bee flying patterns grants much helpful information about bee behavior. However, tracking a small yet fast-moving object, such as a bee, is difficult. Hence, we present artificial intelligence, machine-learning-based bee recognition, and tracking systems to assist the researcher in studying the bee’s behavior. To develop a machine learning system, a labeled database is required for model training. To address this, we implemented an automated system for analyzing and labeling bee videos. This labeled database served as the foundation for two distinct bee-tracking solutions. The first solution (planar bee tracking system) tracked individual bees in closed mazes using a neural network. The second solution (spatial bee tracking system) utilized a neural network and a tracking algorithm to identify and track flying bees in open environments. Both systems tackle the challenge of tracking small-bodied creatures with rapid and diverse movement patterns. Although we applied these systems to entomological cognition research in this paper, their relevance extends to general insect research and developing tracking solutions for small organisms with swift movements. We present the complete architecture and detailed methodologies to facilitate the utilization of these models in future research endeavors. Our approach is a simple and inexpensive method that contributes to the growing number of image-analysis tools used for tracking animal movement, with future potential applications under less sterile field conditions. The tools presented in this paper could assist the study of movement ecology, specifically in insects, by providing accurate movement specifications. Following the movement of pollinators or natural enemies, for example, greatly contributes to the study of pollination or biological control, respectively, in natural and agro-ecosystems.",SpringerNature,,machine-learning models to identify and track bees,-,Israel,,,Israel,ISR,Israel,ISR,2024,Object Detection / Segmentation
Main Causes of Producing Honey Bee Colony Losses in Southwestern Spain: A Novel Machine Learning-Based Approach,García-Vicente et al.,2024,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Random Forest Analysis of Colony Loss Variables,"Random Forest (feature importance + classification). Input: time-series apiary inspection records (open brood, capped brood, pollen, honey reserves, varroa count, colony size). Identifies top predictors of colony loss from 31 commercial apiaries.",time-series,https://link.springer.com/article/10.1007/s13592-024-01108-1,"Honey bees assume a pivotal role as primary pollinators, but they are currently facing a growing crisis of colony losses on a global scale. This sector is important for generating essential products, preserving ecosystems, and crop pollination. This study includes the sampling of 179 beehives from three apiaries in the traditional beekeeping area of Extremadura (Spain) vital beekeeping sector and was carried out between 2020 and 2021 using the decision trees-based model. Some studies have tried to identify the primary causative factors of this issue. However, it is insufficient because the approach disregards potential nonlinear interactions among the various factors. For this reason, through meticulous exploration of different causative factors including Varroa destructor, Nosema ceranae, Deformed Wing Virus (DWV), Chronic Bee Paralysis Virus (CBPV), and strength factors, our study employed for first time machine learning methods to identify the most important variables generating colony loss. Our analysis underscores the importance of brood levels (operculated and open), pollen and honey, Varroa destructor infestation, virus (DWV), and honey bee populations as key determinants of colony survival. These findings hold promise for guiding efficacious colony management strategies and underscoring the latent potential of machine-learning applications in the realm of beekeeping.",SpringerNature,,machine learning methods to identify the most important variables generating colony loss,"Extremadura, Spain",Spain,Spain,ESP,Spain,ESP,Spain,ESP,2021,Classical ML
MFCC Selection by LASSO for Honey Bee Classification,Libal et al.,2024,Classification,Colony Health & Acoustic Monitoring — LASSO-Based MFCC Feature Selection for Drone Detection,"MFCC extraction → LASSO regularisation (feature selection, identifies most informative MFCC coefficients) → Autoencoder neural network (classification). Target: detect drone bee activity near hive entrance as early swarm mood indicator.",Audio,https://www.mdpi.com/2076-3417/14/2/913,"The recent advances in smart beekeeping focus on remote solutions for bee colony monitoring and applying machine learning techniques for automatic decision making. One of the main applications is a swarming alarm, allowing beekeepers to prevent the bee colony from leaving their hive. Swarming is a naturally occurring phenomenon, mainly during late spring and early summer, but it is extremely hard to predict its exact time since it is highly dependent on many factors, including weather. Prevention from swarming is the most effective way to keep bee colonies; however, it requires constant monitoring by the beekeeper. Drone bees do not survive the winter and they occur in colonies seasonally with a peak in late spring, which is associated with the creation of drone congregation areas, where mating with young queens takes place. The paper presents a method of early swarming mood detection based on the observation of drone bee activity near the entrance to a hive. Audio recordings are represented by Mel Frequency Cepstral Coefficients and their first and second derivatives. The study investigates which MFCC coefficients, selected by the Least Absolute Shrinkage and Selection Operator, are significant for the worker bee and drone bee classification task. The classification results, obtained by an autoencoder neural network, allow to improve the detection performance, achieving accuracy slightly above 95% for the chosen set of signal features, selected by the proposed method, compared to the standard set of MFCC coefficients with only up to 90% accuracy.",MDPI,,early swarming mood detection based on the observation of drone bee activity near the entrance to a hive,Poland,Poland,Poland,POL,Poland,POL,Poland,POL,2023,Domain Specific / Specialized
Motion-Based Domain Randomization for Detecting Honey Bees Inside a Hive,Ho et al.,2024,Detection,Colony Health & Acoustic Monitoring — Domain Randomization for In-Hive Bee Detection,Motion-based domain randomization (synthetic training data generation using motion cues from real video) + Faster R-CNN (bee detector). Addresses domain gap between synthetic training data and real in-hive conditions. No manual annotation of real data needed.,Image (in-hive video),https://www.researchgate.net/publication/381211887_Motion-based_Domain_Randomization_for_Detecting_Honey_bees_Inside_a_Hive,"In this paper, we address the task of detecting honey bees inside a beehive using computer vision with the goal of monitoring their activity. Conventionally, beekeepers monitor the activities of honey bees by watching colony entrances or by opening their colonies and examining bee movement and behavior during inspections. However, these methods either miss important information or alter honey bee behavior. Therefore, we installed simple cameras and IR lighting into honey bee colonies for a proof of concept study whether deep-learning techniques could assist in-hive observations. However, the lighting conditions across different beehives are diverse, which leads to varied appearances of both the beehive backgrounds and the honey bees. This phenomenon significantly degrades the performance of detection using Deep Neural Networks. In this paper, we propose to apply domain randomization based on motion to train honey bee detectors for inside the beehive. Our experiments were conducted on the images captured from beehives both seen and unseen during training. The results show that our proposed method boosts the performance of honey bee detection, especially for small bees which are more likely to be affected by the lighting conditions.",ResearchGate/ Society for Imaging Science and Technology,,apply domain randomization based on motion to train honey bee detectors for  inside the beehive,USA,USA,United States,USA,United States,USA,United States,USA,2022,Hybrid / Multi-Model
Non-Intrusive System for Honeybee Recognition Based on Audio Signals and Maximum Likelihood Classification by Autoencoder,Libal et al.,2024,Classification,Colony Health & Acoustic Monitoring — Autoencoder Worker vs Drone Acoustic Recognition,"Multiple feature extraction methods compared: MFCC, GTCC (Gammatone Cepstral Coefficients), MUSIC (Multiple Signal Classification), PSD (parametric power spectral density) → Autoencoder neural network (maximum likelihood classification). Classifies worker vs drone bees from audio.",Audio,https://www.mdpi.com/1424-8220/24/16/5389,"Artificial intelligence and Internet of Things are playing an increasingly important role in monitoring beehives. In this paper, we propose a method for automatic recognition of honeybee type by analyzing the sound generated by worker bees and drone bees during their flight close to an entrance to a beehive. We conducted a wide comparative study to determine the most effective preprocessing of audio signals for the detection problem. We compared the results for several different methods for signal representation in the frequency domain, including mel-frequency cepstral coefficients (MFCCs), gammatone cepstral coefficients (GTCCs), the multiple signal classification method (MUSIC) and parametric estimation of power spectral density (PSD) by the Burg algorithm. The coefficients serve as inputs for an autoencoder neural network to discriminate drone bees from worker bees. The classification is based on the reconstruction error of the signal representations produced by the autoencoder. We propose a novel approach to class separation by the autoencoder neural network with various thresholds between decision areas, including the maximum likelihood threshold for the reconstruction error. By classifying real-life signals, we demonstrated that it is possible to differentiate drone bees and worker bees based solely on audio signals. The attained level of detection accuracy enables the creation of an efficient automatic system for beekeepers",MDPI,,early detection method for swarming by analyzing bee sounds around a hive and identifying drones.,Poland,Poland,Poland,POL,Poland,POL,Poland,POL,2023,Domain Specific / Specialized
Using Honey Bee Flight Activity Data and a Deep Learning Model as a Toxicovigilance Tool,Olivares-Pinto et al.,2024,Monitoring and Predictive Health Analytics,Varroa & Disease Detection — Monitoring and Predictive Health Analytics,"RNN (Recurrent Neural Network) on entrance flight activity time series. Input: automated forager count time series. Detects sublethal pesticide effects (homing failure, reduced activity) in real-time from activity deviations.",time-series,https://www.sciencedirect.com/science/article/pii/S157495412400195X,"Automatic monitoring devices placed at the entrances of honey bee hives have facilitated the detection of various sublethal effects related to pesticide exposure, such as homing failure and reduced flight activity. These devices have further demonstrated that different neurotoxic pesticide molecules produce similar sublethal impacts on flight activity. The detection of these effects was conducted a posteriori, following the recording of flight activity data. This study introduces a method using an artificial intelligence model, specifically a recurrent neural network, to detect the sublethal effects of pesticides in real-time based on honey bee flight activity. This model was trained on a flight activity dataset comprising 42,092 flight records from 1107 control and 1689 pesticide-exposed bees. The model was able to classify honey bees as healthy or pesticide-exposed based on the number of flights and minutes spent foraging per day. The model was the least accurate (68.46%) when only five days of records per bee were used for training. However, the highest classification accuracy of 99%, a Cohen Kappa of 0.9766, a precision of 0.99, a recall of 0.99, and an F1-score of 0.99 was achieved with the model trained on 25 days of activity data, signifying near-perfect classification ability. These results underscore the highly predictive performance of AI models for toxicovigilance and highlight the potential of our approach for real-time and cost-effective monitoring of risks due to exposure to neurotoxic pesticide in honey bee populations.",ScienceDirect,,to detect the sublethal effects of pesticides in real-time based on honey bee flight activity,-,Mexico,,,Mexico,MEX,Mexico,MEX,2023,Recurrent / Sequential
Wasp Detection System Using AI Technology to Support Honey Bee Farming,Suebsombut et al.,2024,Detection,Varroa & Disease Detection — YOLOv8 Wasp Pest Detection at Hive Entrance,YOLOv8x (largest variant) trained specifically for wasp detection at hive entrance. Real-time notification system for beekeeper alerts. Custom wasp image dataset collected at Thai apiaries.,Image,https://link.springer.com/chapter/10.1007/978-3-031-93323-3_15,"his paper aims to propose wasp detection system using artificial intelligent (AI) technology to support beekeepers. The YOLOv8x was selected for wasp detection modelling. The proposed wasp detection model was trained, validated, and tested based on the dataset collected from Roboflow which is the open data source. There were 18,425 images collected meticulously categorized into training (88%), validation (8%), and test (4%) sets. An overall performance of this proposed model is around 85% of confidence score. According to the results, the proposed model can effectively identify and classify wasps with high precision and recall rates. Moreover, beekeepers can receive real-time notification as text and image via LINE chat application, which is crucial for timely intervention in protecting beehives from wasp attacks.",ScienceNature,,to detect and notify when wasp infestetation,Thailand,Thailand,Thailand,THA,Thailand,THA,Thailand,THA,2023,Object Detection / Segmentation
