Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Bee_iso,Research_country,Research_iso,Country,Iso_code,Collection time,Approach group
Integrating Real-Time Data Analysis into Automatic Tracking of Social Insects (BACH),Sclocco et al.,2020,Tracking & Pose Estimation,Individual Tracking & Re-identification — Real-Time Social Insect Behaviour Tracking,CNN (spot detector) + integrated matrix-code reader (identity assignment) + real-time kinematic variable extraction. BACH: Behaviour Analysis machine. Runs on modest hardware; outputs live behavioural events.,Video,https://www.biorxiv.org/content/10.1101/2020.11.03.366195v1.full,"Automatic video tracking has become a standard tool for investigating the social behavior of insects. The recent integration of computer vision in tracking technologies will likely lead to fully automated behavioral pattern classification within the next few years. However, most current systems rely on offline data analysis and use computationally expensive techniques to track pre-recorded videos. To address this gap, we developed BACH (Behavior Analysis maCHine), a software that performs video tracking of insect groups in real time. BACH uses object recognition via convolutional neural networks and identifies individually tagged insects via an existing matrix code recognition algorithm. We compared the tracking performances of BACH and a human observer across a series of short videos of ants moving in a 2D arena. We found that, concerning computer vision-based ant detection only, BACH performed only slightly worse than the human observer. Contrarily, individual identification only attained human-comparable levels when ants moved relatively slow, and fell when ants walked relatively fast. This happened because BACH had a relatively low efficiency in detecting matrix codes in blurry images of ants walking at high speeds. BACH needs to undergo hardware and software adjustments to overcome its present limits. Nevertheless, our study emphasizes the possibility of, and the need for, integrating real time data analysis into the study of animal behavior. This will accelerate data generation, visualization and sharing, opening possibilities for conducting fully remote collaborative experiments.",,honeybee,Identification and tracking,-,Singapore,,,Singapore,SGP,Singapore,SGP,2020,CNN & Variants
Soundscape Indices: New Features for Classifying Beehive Audio Samples,Sharif et al.,2020,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Chemical Stress Detection via Acoustic Indices,"Soundscape indices (ACI, ADI, AEI, BI, H) as novel features + MFCC baseline → Random Forest classifier. Compares index-based vs MFCC features for distinguishing trichloromethane-exposed vs clean-air hives.",Audio,https://ojs3.uefs.br/index.php/sociobiology/article/view/5860/4813,"As the study of honey bee health has gained attention in the biology community,
researchers have looked for new, non-invasive methods to monitor the health status
of the colony. Since the beehive sound alters when the colony is exposed to stressors,
analysis of the acoustic response of the colony has been used as a method to identify
the type of stressor, whether it is chemical, pest, or disease. So far, two feature sets
have been successfully used for this kind of analysis, being these low-level signal
features and Mel Frequency Cepstral Coefficients (MFCC). Here we propose using
soundscape indices, developed initially to delineate acoustic diversity in ecosystems,
as an alternative to now used features. In our study, we examine the beehive acoustic
response to trichloromethane laced-air and blank air and compare the performance
of all three feature sets to discern the colony’s sound between the hive being
exposed to the chemical and not. Our results show that sound indices overperform
the alternative features sets on this task. Based on these findings, we consider sound
indices to be a valid set of features for beehive sound analysis and present our results
to call the attention of the community on this fact.",Sociobiology,,"Research problem:
The paper studies whether soundscape indices can be used as a better feature set for automatic classification of beehive audio samples. More specifically, it examines the hive’s acoustic response to trichloromethane-laced air versus blank air, and compares soundscape indices against the feature sets already used in beehive audio work.",China (Lab),China,China,CHN,China,CHN,China,CHN,2019,Classical ML
Unsupervised Anomaly Detection on Multisensory Data from Honey Bee Colonies,Senger et al.,2020,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Multi-Sensor Unsupervised Anomaly Detection,"ARIMA (time-series modelling) + GESD (Generalized Extreme Studentized Deviate outlier detection) + Hierarchical Clustering. Input: temperature, humidity, weight, sound sensors. No labelled training data required.","time-series Multi-sensor (temperature, humidity, weight, sound)",https://ieeexplore.ieee.org/document/9338279,"Beekeepers face the situation that the health state of honey bee colonies is inherently difficult to observe without stressing the bees by opening the hive. We address this problem by proposing an approach that relies on a sensor setup to gather multisensory data inside the bee colony and focus on the detection of outliers in the data stream as indicators of critical situations during the colony's development. Based on data recorded during the citizen science project Bee Observer BOB we demonstrate that algorithms exploiting an ARIMA Model and Receiver Operating Characteristics in combination with an underlying multi agent system are well able to detect and classify anomalies in honey bee colonies. In future applications this concept can be used for both - as a stealth monitoring tool in honey bee research as well as a precise technical assistance for minimally invasive, bee friendly practices in hobbyist and professional beekeeping.",IEEE,,"The paper addresses the problem that the state of a honey bee colony is hard to observe without opening the hive, which stresses the bees. The goal is therefore to detect anomalies in the sensor data stream as signs of critical situations in colony development, while keeping the monitoring as minimally invasive as possible.",Germany,Germany,Germany,DEU,Germany,DEU,Germany,DEU,2020,Domain Specific / Specialized
A Computer Vision System to Monitor the Infestation Level of Varroa destructor in a Honeybee Colony,Bjerge et al.,2019,Monitoring and Predictive Health Analytics,Varroa & Disease Detection — Monitoring and Predictive Health Analytics,"Multi-stage deep learning pipeline: background subtraction + deep CNN (bee counter, F1=0.97) + second CNN (Varroa mite detector, F1=0.91). Custom Infestation Level Estimator (ILE). Multispectral illumination hardware.",Video,https://www.sciencedirect.com/science/article/pii/S0168169918310329,"This paper presents a portable computer vision system, that is able to monitor the infestation level of the Varroa
destructor mite in a beehive by recording a video sequence of live honeybees Apis mellifera for 5–20 min. A video
monitoring unit with multispectral illumination and camera was designed to be placed in front of the beehive,
where bees from a selected frame were shaken off. Subsequently, a computer vision algorithm (denoted as the
Infestation Level Estimator) based on deep learning analysis of the video stream counted the number of honeybees
and found the position of identified varroa mites. In this paper, the design and the algorithm that were used to
determine the number of bees and mites are presented. Based on a video sequence with 1775 bees and 98 visual
mites, the algorithm measured the infestation level to 5.80% compared to a ground truth of 5.52%. The algorithm had a high F1-score accuracy for counting bees (0.97), while the F1-score for detecting varroa mites was
lower (0.91). The latter was due to mispredictions, which can be resolved by improving both the trained varroa
classifier and the mechanical setup. Overall, the proposed computer vision system and algorithm showed a
promising results in nondestructive and automatic monitoring of infestation levels in honeybee colonies and
should be considered as an alternative to traditional methods, which require the killing of bees",Elsevier,,"The paper aims to monitor the infestation level of Varroa destructor in a honeybee colony in a nondestructive and automatic way. It presents the system as an alternative to traditional methods, which the paper says require the killing of bees.",-,Denmark,,,Denmark,DNK,Denmark,DNK,2019,CNN & Variants
Audio-Based Identification of Beehive States,Nolasco et al.,2019,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Queen Presence/Absence Detection,"MFCC (20 coeff.) + Mel spectra + HHT-based features → SVM (best AUC ~0.94 hive-independent) and CNN compared. Data: NU-Hive project (2 hives, queenless vs queenright conditions).",Audio,https://arxiv.org/pdf/1811.06330,"The absence of the queen in a beehive is a very strong indicator of the need for beekeeper intervention. Manually searching for the queen is an arduous recurrent task for beekeepers that disrupts the normal life cycle of the beehive and can be a source of stress for bees. Sound is an indicator for signalling different states of the beehive, including the absence of the queen bee. In this work, we apply machine learning methods to automatically recognise different states in a beehive using audio as input. We investigate both support vector machines and convolutional neural networks for beehive state recognition, using audio data of beehives collected from the NU-Hive project. Results indicate the potential of machine learning methods as well as the challenges of generalizing the system to new hives.",IEEE,,"The paper studies non-invasive beehive-state recognition from sound, specifically to determine the presence of the queen bee inside the hive. It says that sound analysis is useful for continuous monitoring and that this work investigates machine learning methods for automatically distinguishing hive states from audio.",UK (NU-Hive),UK,United Kingdom,GBR,United Kingdom,GBR,United Kingdom,GBR,2018,Hybrid / Multi-Model
Automated Classification of Bees and Hornet Using Acoustic Analysis of Their Flight Sounds,Kawakita & Ichikawa,2019,Classification,Species & Subspecies Classification — Acoustic Multi-Species Identification,F0 (fundamental frequency) + MFCC (20 coeff.) features → SVM (RBF kernel). Field recordings in natural conditions with background noise and birdsong.,Audio,https://link.springer.com/article/10.1007/s13592-018-0619-6,"To investigate how to accurately identify bee species using their sounds, we conducted acoustic analysis to identify three pollinating bee species (Apis mellifera, Bombus ardens, Tetralonia nipponensis) and a hornet (Vespa simillima xanthoptera) by their flight sounds. Sounds of the insects and their environment (background noises and birdsong) were recorded in the field. The use of fundamental frequency and mel-frequency cepstral coefficients to describe feature values of the sounds, and supported vector machines to classify the sounds, correctly distinguished sound samples from environmental sounds with high recalls and precision (0.96–1.00). At the species level, our approach could classify the insect species with relatively high recalls and precisions (0.7–1.0). The flight sounds of V.s. xanthoptera, in particular, were perfectly identified (precision and recall 1.0). Our results suggest that insect flight sounds are potentially useful for detecting bees and quantifying their activity.",Springer,,"Research problem:
The goal is to distinguish bee species from environmental sounds recorded under natural field conditions. More specifically, the paper studies whether acoustic analysis can identify three pollinating bee species and one hornet species from their flight sounds, against background noise and birdsong, for uses such as monitoring pollination services and behavioral ecology.",Japan,Japan,Japan,JPN,Japan,JPN,Japan,JPN,2019,Classical ML
Bee Swarm Activity Acoustic Classification for an IoT-Based Farm Service,Zgank,2019,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Swarm Prediction and Detection,MFCC + LPC (Linear Predictive Coding) features + denoising → GMM-HMM (various topologies). IoT architecture for edge deployment on embedded hardware. Binary: normal vs swarm activity. Data: Open Source Beehives Project.,Audio,https://www.mdpi.com/1424-8220/20/1/21,"Beekeeping is one of the widespread and traditional fields in agriculture, where Internet of Things (IoT)-based solutions and machine learning approaches can ease and improve beehive management significantly. A particularly important activity is bee swarming. A beehive monitoring system can be applied for digital farming to alert the user via a service about the beginning of swarming, which requires a response. An IoT-based bee activity acoustic classification system is proposed in this paper. The audio data needed for acoustic training was collected from the Open Source Beehives Project. The input audio signal was converted into feature vectors, using the Mel-Frequency Cepstral Coefficients (with cepstral mean normalization) and Linear Predictive Coding. The influence of the acoustic background noise and denoising procedure was evaluated in an additional step. Different Hidden Markov Models’ and Gaussian Mixture Models’ topologies were developed for acoustic modeling, with the objective being to determine the most suitable one for the proposed IoT-based solution. The evaluation was carried out with a separate test set, in order to successfully classify sound between the normal and swarming conditions in a beehive. The evaluation results showed that good acoustic classification performance can be achieved with the proposed system.",MDPI,,"Research problem
The paper focuses on automatic detection of bee swarming from sound recorded inside the hive. It says swarming is an important event that requires a beekeeper’s response, and one of the paper’s main objectives is to define the most suitable classification configuration for an Internet of Things-based bee swarm monitoring system. The paper simplifies the task into two classes: normal activity and swarm activity.",Latvia (OSBP),Slovenia,Latvia,LVA,Slovenia,SVN,Latvia,LVA,2013,Optimization / Probabilistic
Bees Detection on Images: Study of Different Color Models for Neural Networks,Dembski & Szymański,2019,Detection,Hive Entrance & Traffic Monitoring — Color Space Optimization for Bee Detection,"Sliding window CNN (feedforward convolutional architecture, binary BEE/NO-BEE classifier). Comparison of 6 color input models: RGB, HSV, H-channel, grayscale, etc. Tournament-based aggregation of window results. RGB and HSV outperform grayscale.",Video,https://mostwiedzy.pl/pl/publication/download/1/bees-detection-on-images-study-of-different-color-models-for-neural-networks_43287.pdf,"This paper presents an approach to bee detection in video streams using a neural network classifier. We describe the motivation for our research and the methodology of data acquisition. The main contribution to this work is a comparison of different color models used as an input format for a feedforward convolutional architecture applied to bee detection. The detection process has is based on a neural binary classifier that classifies ROI windows in frames taken from video streams to determine whether or not the window contains bees. Due to the type of application, we tested two methods of partitioning data into training and test subsets: video-based (some video for training, the rest for testing) and individual based (some bees for training, the rest for testing). The tournament-based algorithm was implemented to aggregate the results of classification. The manually tagged datasets we used for our experiments have been made publicly available. Based on our analysis of the results, we drew conclusions that the best color models are RGB and 3-channeled color models: RGB and HSV are significantly better than black & white or the H channel from HSV.",conference of Distributed Computing and Internet Technology,neural network honeybees,detection,-,poland,,,Poland,POL,Poland,POL,2019,CNN & Variants
Deep Learning for Pollen Sac Detection and Measurement on Honeybee Monitoring Video,Yang & Collins,2019,Detection,Pollen & Foraging Monitoring — Pollen Sac Geometric Measurement,"Custom CNN (POLLEN classification) + background subtraction (bee detection) + Kalman Filter (trajectory linking). Novel: adds geometric measurement of pollen sac size, not just presence/absence. IEEE IVCNZ 2019.",Video,https://ieeexplore.ieee.org/abstract/document/8961011,"This paper introduces a new model which applies deep learning techniques to pollen sac detection and measurement on honeybee monitoring video. The outcome of this model is a measurement of the number of pollen sacs being brought to the beehive, so that beekeepers will not need to open beehives frequently to check food storage. The pollen sacs are detected on individual bee images which are collected using a bee detection model on the entire video frame. The pollen detection model is built using a deep convolutional neural network. The architecture is Faster RCNN with VGG-16 core network. The network is trained to detect pollen sacs so the individual bee images are identified as either pollen or nonpollen bee images. This pollen sac detection model is then combined with a bee tracking model, so that each flying bee tracked on successive video frames is identified as carrying pollen or not. Finally, the number of pollen-carrying bees can be counted. The experimental results show that the measurement error of this model is 7%. The deep learning model improves the results from the conventional image processing method, which produced 33% measurement error.",,honey bee artificial intelligence,Pollen Sac Detection and Measurement,-,New Zealand,,,New Zealand,NZL,New Zealand,NZL,2019,CNN & Variants
DeepBees — Building and Scaling Convolutional Neural Nets for Fast and Large-Scale Visual Monitoring of Bee Hives,"Marstaller, Tausch & Stock",2019,Monitoring and Predictive Health Analytics,Hive Entrance & Traffic Monitoring — Multi-Task Colony Health Metrics,"Multi-task MobileNetV2 with 4 shared heads: (1) genus classification (bee/wasp/bumblebee/hornet), (2) SSD pollen detector, (3) 32-keypoint pose estimator, (4) status classifier (worker±pollen, drone, dead). Edge inference on Raspberry Pi; cloud CNN for multi-task. Deployed on 49 hives, Karlsruhe.",Image,https://openaccess.thecvf.com/content_ICCVW_2019/papers/CVWC/Marstaller_DeepBees_-_Building_and_Scaling_Convolutional_Neuronal_Nets_For_Fast_ICCVW_2019_paper.pdf,"Our system provides access to data that were previously unavailable and is crucial for a complete description of nutrient regulation by social insects. More broadly, the ability to simultaneously and efficiently track two material flows in a behaving colony provides new opportunities for tackling many open and emerging questions on topics other than nutrition, such as disease spread and social regulation of colony development",EEE/CVF International Conference on Computer Vision Workshops,neural network honeybees,Building a deep learning architecture to automate and scale honey bee monitoring,Germany,Germany,Germany,DEU,Germany,DEU,Germany,DEU,2019,CNN & Variants
idtracker.ai: Tracking All Individuals in Small or Large Collectives of Unmarked Animals,Romero-Ferrero et al.,2019,Tracking & Pose Estimation,Individual Tracking & Re-identification — Markerless Species-Agnostic Individual Re-Identification,Two-stage CNN: (1) segmentation CNN (detect individual blobs) + (2) identification CNN (learn appearance descriptors per individual) + recursive identity refinement step to resolve identity swaps. GUI for full pipeline. Supports up to 100 unmarked individuals.,Video,https://www.nature.com/articles/s41592-018-0295-5,"Understanding of animal collectives is limited by the ability to track each individual. We describe an algorithm and software that extract all trajectories from video, with high identification accuracy for collectives of up to 100 individuals. idtracker.ai uses two convolutional networks: one that detects when animals touch or cross and another for animal identification. The tool is trained with a protocol that adapts to video conditions and tracking difficulty.",,honey bee artificial intelligence,Identifying animals and tracking them,-,Portugal,,,Portugal,PRT,Portugal,PRT,2019,CNN & Variants
Image-Based Species Identification of Wild Bees Using Convolutional Neural Networks,Buschbacher et al.,2019,Classification,Species & Subspecies Classification — Wild Bee Wing Venation Species ID,"MobileNetV2 (ImageNet pre-trained, final layer replaced with 124-unit softmax). Input: wing images from ABIS collection (7,595 images, 124 species, 8 genera). 5-fold cross-validation. Top-1 accuracy 93.95%, top-5 accuracy 99.61%. Outperforms Branch-CNN and Inception-ResNet baselines.",Image,https://www.researchgate.net/profile/Marianne-Espeland/publication/336999589_Image-based_species_identification_of_wild_bees_using_convolutional_neural_networks/links/5dc0379b4585151435e58ae6/Image-based-species-identification-of-wild-bees-using-convolutional-neural-networks.pdf,"Monitoring insect populations is vital for estimating the health of ecosystems. Recently, insect population decline has been highlighted both in the scientific world and the media. Investigating such decline requires monitoring which includes adequate sampling and correctly identifying sampled taxa. This task requires extensive manpower and is time consuming and hard, even for experts, if the process is not automated. Here we propose DeepABIS based on the concepts of the successful Automated Bee Identification System (ABIS), which allowed mobile field investigations including species identification of live bees in field. DeepABIS features three important advancements. First, DeepABIS reduces the eorts of training the system significantly by employing automated feature generation using deep convolutional networks (CNN). Second, DeepABIS enables participatory sensing scenarios employing mobile smart phones and a cloud-based platform for data collection and communication. Third, DeepABIS is adaptable and transferable to other taxa beyond Hymenoptera, i.e., butterflies, flies, etc. Current results show identification results with an average top-1 accuracy of 93.95% and a top-5 accuracy of 99.61% applied to data material of the ABIS project. Adapting DeepABIS to a butterfly dataset showing morphologically dicult to separate populations of the same species of butterfly yields identification results with an average top-1 accuracy of 96.72% and a top-5 accuracy of 99.99%.",,Honey Bee artificial intelligence,Increasong accuracy ofAutomated Bee Identification System(ABIS) using DeepAbis,"Germany, Brazil, United States, and China",Germany,Germany,DEU,Germany,DEU,Germany,DEU,2019,CNN & Variants
On Video Analysis of Omnidirectional Bee Traffic: Counting Bee Motions with Motion Detection and Image Classification,Kulyukin & Mukherjee,2019,Monitoring and Predictive Health Analytics,Hive Entrance & Traffic Monitoring — Omnidirectional Traffic Estimation,"KNN/MOG/MOG2 foreground segmentation (blob detection) → shallow CNN / Random Forest / linear SVM (BEE vs NOISE binary classifier per blob). Omnidirectional traffic index = sum of bee-positive blobs per minute. Released 167,261 labelled bee-patch images.",Video,https://www.mdpi.com/2076-3417/9/18/3743,"Omnidirectional bee traffic is the number of bees moving in arbitrary directions in close proximity to the landing pad of a given hive over a given period of time. Video bee traffic analysis has the potential to automate the assessment of omnidirectional bee traffic levels, which, in turn, may lead to a complete or partial automation of honeybee colony health assessment. In this investigation, we proposed, implemented, and partially evaluated a two-tier method for counting bee motions to estimate levels of omnidirectional bee traffic in bee traffic videos. Our method couples motion detection with image classification so that motion detection acts as a class-agnostic object location method that generates a set of regions with possible objects and each such region is classified by a class-specific classifier such as a convolutional neural network or a support vector machine or an ensemble of classifiers such as a random forest. The method has been, and is being iteratively field tested in BeePi monitors, multi-sensor electronic beehive monitoring systems, installed on live Langstroth beehives in real apiaries. Deployment of a BeePi monitor on top of a beehive does not require any structural modification of the beehive’s woodenware, and is not disruptive to natural beehive cycles. To ensure the replicability of the reported findings and to provide a performance benchmark for interested research communities and citizen scientists, we have made public our curated and labeled image datasets of 167,261 honeybee images and our omnidirectional bee traffic videos used in this investigation.",,"From Survey ""Machine Learning and Computer Vision Techniques in Continuous
Beehive Monitoring Applications: A Survey""",bee traffic monitoring,USA,USA,United States,USA,United States,USA,United States,USA,2017,CNN & Variants
Parameters Influencing Queen Body Mass and Their Importance as Determined by Machine Learning in Honey Bees (Apis mellifera carnica),Prešern & Smodiš Škerl,2019,Classification,Colony Health & Acoustic Monitoring — GBM Classification of Queen Body-Mass Quartile,"Gradient Boosting Machine (GBM) via H2O open-source ML. Input: anatomical, physiological, health + phytogeographical + rearing practice data. Target: queen body mass quartiles. Three model variants with different parameter combinations.",Other (phytogeographical data),https://link.springer.com/article/10.1007/s13592-019-00683-y,"Most parameters describing queen bee quality are reflected in the queen’s body mass, which is in turn considered a robust measure and the best indicator of queen quality. State-of-the-art machine learning was used for the first time to jointly evaluate both biological and rearing parameters influencing queen body mass. Three different models were developed using different combinations of parameters. Regardless of the model composition, we achieved high precision of classification. The parameters “ovary mass” and “breeder” were the most important factors for model predictions. Differences in rearing practices and vegetation were masked by “breeder,” demonstrating the pitfall of this method. Separate analysis confirmed the importance of the time spent in the hive after mating and the phytogeographical region as an indirect indication of food sources. Rearing practices together with phytogeographical information are not enough to explain variation in queen body mass, yet they can contribute to the prediction of queen body mass if “breeder” is excluded from the model.",Apidologie,machine learning for honey bee,queen (Apis mellifera carnica) body mass estimation,Slovenia,Slovenia,Slovenia,SVN,Slovenia,SVN,Slovenia,SVN,,Classical ML
A Deep Learning Approach to Recognizing Bees in Video Analysis of Bee Traffic,Tiwari,2018,Detection,Hive Entrance & Traffic Monitoring — Colony Strength via Bee Counting,"CNN (custom architectures) + MLP (4 variants, hyperparameter tuning). Comparison study of CNNs vs MLPs on a labelled BEE/NO-BEE dataset.",Video,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8185&context=etd,"This thesis presents a Deep Learning (DL) approach to recognize bees in videos for the analysis of bee traffic in real time. Bee traffic will further help in analysis of forager traffic to monitor bee colony behavior. Various Convolutional Neural Networks (ConvNet) and Multi Layer Perceptron (MLP) models have been designed and trained to experiment, compare and analyze different factors that can affect the performance of the model. The best model then is integrated with a motion detection algorithm that is made to work on a Raspberry Pi 3 computer in collaboration with Electronic Beehive Monitoring System. Modern computer vision tasks are dominated by ConvNets due to their superior performance. Many aspects of ConvNets have been examined in various publications but literature about the analysis and construction of neural network architectures are rare. This work is an attempt to fill this gap and closely analyze and compare the difference in performance of MLPs and ConvNets.",Video Analysis of Bee Traffic,honey bee artificial intelligence,"Recognizing Bees in Video Analysis of Bee Traffic, detection of Colony Collapse Disorder (CCD)",usa,usa,United States,USA,United States,USA,United States,USA,2018,Hybrid / Multi-Model
A Model for Pollen Measurement Using Video Monitoring of Honey Bees,"Yang, Collins & Beckerleg",2018,Monitoring and Predictive Health Analytics,Pollen & Foraging Monitoring — Monitoring and Predictive Health Analytics,CNN (POLLEN / NO-POLLEN frame classifier) + Kalman Filter (trajectory linking across frames to prevent double-counts).,Video,https://link.springer.com/article/10.1007/s11220-017-0185-4,"This paper introduces a novel approach using video monitoring to automatically count pollen sacs on honey bees returning to a beehive. This allows beekeepers to have an estimate of the food storage situation in a beehive without having to visit and open the hive. Pollen sac detection is a challenge because the full sacs are very small and they often have a similar colour to the bee’s body. The first step is to detect bees on the video and track the bees for pollen counting. The bees are detected using their colour and motion, and tracked using a Kalman filter and the Hough transform. The second step is to detect pollen sacs on each individual detected bee image. On each individual bee image, a bee blob is created and image moments are used to remove an elliptical shape from the blob, which includes the bee’s main body parts (head, abdomen and tail). The pollen sacs are then detected in the remainder of the blob using colour thresholding. The outcome includes pollen blobs and other blobs that are similar to pollen blobs (non-pollen blobs). The pollen sacs have two features that can be used for object discrimination. The receiver operating characteristic is used to calculate the threshold for pollen discrimination using these two features. Finally, the bee tracking model is combined with the pollen sac detection to count the number of bees carrying pollen on the monitoring video.",,"From Survey ""Machine Learning and Computer Vision Techniques in Continuous
Beehive Monitoring Applications: A Survey""",Object detection - pollen-bearing bees,-,New Zealand,,,New Zealand,NZL,New Zealand,NZL,2018,CNN & Variants
A Preliminary Study of Image Analysis for Parasite Detection on Honey Bees,Schurischuster et al.,2018,Detection,Varroa & Disease Detection — Visual Mite Carrier Screening,"Handcrafted descriptors (HOG, colour histograms, LBP) + Naive Bayes / SVM / Random Forest (binary: MITE vs CLEAN). Proof-of-concept, no deep learning.",Image,https://digibuo.uniovi.es/dspace/bitstream/handle/10651/49458/schurischuster2018.pdf?sequence=1,"Varroa destructor is a parasite harming bee colonies. As the worldwide bee population is in danger, beekeepers as well as researchers are looking for methods to monitor the health of bee hives. In this context, we present a preliminary study to detect parasites on bee videos by means of image analysis and machine learning techniques. For this purpose, each video frame is analyzed individually to extract bee image patches, which are then processed to compute image descriptors and finally classified into mite and no mite bees. The experimental results demonstrated the adequacy of the proposed method, which will be a perfect stepping stone for a further bee monitoring system.",Image Analysis and Recognition: 15th International Conference,honeybees and artificial intelligence,feature extraction and classification,-,Austria,,,Austria,AUT,Austria,AUT,2018,Classical ML
Automatic Localization and Decoding of Honeybee Markers Using Deep Convolutional Neural Networks,"Wild, Sixt & Landgraf",2018,Tracking & Pose Estimation,Individual Tracking & Re-identification — Barcode Marker Localization & Decoding,Two-stage CNN: (1) lightweight fully convolutional localiser on downsampled frames → heatmaps; (2) deeper decoder CNN on high-res crops → 12-bit marker probability. (BeesBook pipeline),Video,https://arxiv.org/pdf/1802.04557.pdf?fbclid=IwAR2a2g0EPrXVAYnqbk8fNMetmDFrfpblll_mgigBN3sriquZ9RXXYEU_OE0,"The honeybee is a fascinating model animal to investigate how collective behavior emerges from (inter-)actions of thousands of individuals. Bees may acquire unique memories throughout their lives. These experiences a_x001d_ect social interactions even over large time frames. Tracking and identifying all bees in the colony over their lifetimes therefore may likely shed light on the interplay of individual di_x001d_erences and colony behavior. This paper proposes a software pipeline based on two deep convolutional neural networks for the localization and decoding of custom binary markers that honeybees carry from their _x001b_rst to the last day in their life. We show that this approach outperforms similar systems proposed in recent literature. By opening this software for the public, we hope that the resulting datasets will help advancing the understanding of honeybee collective intelligence.",Not visiable,neural network honeybees,tracking,-,Germany,,,Germany,DEU,Germany,DEU,2015,CNN & Variants
Bee Hive Traffic Monitoring by Tracking Bee Flight Paths,Magnier et al.,2018,Monitoring and Predictive Health Analytics,Hive Entrance & Traffic Monitoring — Low-Resource Entrance Traffic Counting,Background subtraction (median image diff) + blue-shadow removal + variance + Canny edge detection + Ellipse fitting (detection) + Concordance-based nearest-ellipse tracker + path-endpoint counting (Classical CV). No learned model.,Video,https://hal.science/hal-01940300/document,"The number of pollinator insect is in decline in Europe and this raises concerns about the supply of pollination
services to agriculture. Thus, countries with a low number of honeybees are more vulnerable to negative shifts
in wild pollinator communities. Consequently, the demand for honeybee pollination is higher than ever but
beekeepers are also very concerned by the strength of their colonies. To measure this factor, a very important
indicator to take into account is the flight activity at the beehive entrance. A quantitative measure of the
activity can be related to the environment and does not only benefit beekeepers but scientists too. In this paper,
we present a complete method of measuring this activity. It is represented by the number of bees going in
or out of the beehive. The developed method is divided in three parts: the first one consists in bee detection
thanks to several image transformations using background subtraction and ellipse approximations. The second
one is about tracking bees, by assuming their future positions in order to determine whether they are going
in or getting out of the beehive. The last one consists in counting the bees. Finally, the experimental results
demonstrate that our system created with limited resources can be used to precisely measure the flight activity
at the beehive entrance.","VISIGRAPP 2018-13th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",,"Research problem
The paper aims to measure the in-and-out activity at a beehive entrance because this traffic is an important indicator of colony strength, health, and activity. The paper also states a more specific technical goal: to do this without sophisticated devices and with the smallest amount of resources.",-,Portugal,,,Portugal,PRT,Portugal,PRT,2018,Classical CV
Detection of Pollen Bearing Honey Bees in Hive Entrance Images,"Stojnić, Risojević & Pilipović",2018,Detection,Pollen & Foraging Monitoring — Pollen-Bearer Detection at Entrance,Two-stage segmentation (background isolation + colour descriptor) + SIFT feature extraction + VLAD encoding + SVM classifier.,Image,https://ieeexplore.ieee.org/document/8345546,"Automatic detection of pollen bearing honey bees can provide information important both for pollination monitoring and for assessing health and strength of a beehive. In this paper we analyze some of the methods for detection of pollen bearing honey bees in images obtained at hive entrance. The proposed approach is divided into two parts. In the first part we segment honey bees from images. To this end we analyze two segmentation methods based on color descriptors. Then in the second part we use these segmented regions to classify the bees into two classes with or without pollen. Classification is conducted using SVMs trained on few variations of VLAD-encoded SIFT descriptors. On a dataset of images acquired at the hive entrance, we obtain 0.7971 IoU score for segmentation, and 0.9150 AUC score for classification.",17th International Symposium INFOTEH,honeybees and artificial intelligence,bee classification,-,Bosnia and Herzegovina,,,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,BIH,2018,Classical ML
Recognition of Pollen-Bearing Bees from Video Using Convolutional Neural Network,Rodriguez et al.,2018,Classification,Pollen & Foraging Monitoring — Pollen-Bearer Recognition (CNN Benchmark),"Baseline: KNN, Naive Bayes, linear + RBF SVM. Shallow CNNs: 1-layer and 2-layer. Deep CNNs: VGG16, VGG19, ResNet50. Simple shallow CNNs outperformed pre-trained deep models on this dataset.",Video,https://ieeexplore.ieee.org/abstract/document/8354145,"In this paper, the recognition of pollen bearing honey bees from videos of the entrance of the hive is presented. This computer vision task is a key component for the automatic monitoring of honeybees in order to obtain large scale data of their foraging behavior and task specialization. Several approaches are considered for this task, including baseline classifiers, shallow Convolutional Neural Networks, and deeper networks from the literature. The experimental comparison is based on a new dataset of images of honeybees that was manually annotated for the presence of pollen. The proposed approach, based on Convolutional Neural Networks is shown to outperform the other approaches in terms of accuracy. Detailed analysis of the results and the influence of the architectural parameters, such as the impact of dedicated color based data augmentation, provide insights into how to apply the approach to the target application.",IEEE,,"Research problem:
The paper studies recognition of pollen-bearing honey bees from videos of the hive entrance. It says this is important for automatic monitoring of honeybees, especially to obtain large-scale data about foraging behavior and task specialization, and because manual observation and annotation are very time-consuming and expensive.",USA,USA,United States,USA,United States,USA,United States,USA,2017,Hybrid / Multi-Model
