Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Pass/fail,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Collection time,Approach group
Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,Ho et al.,2023,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — Audio Feature Benchmark for Queen Presence Detection,"Five classical ML classifiers compared: KNN, SVM, Logistic Regression, RF, Extra Trees. Feature sets evaluated: MFCC, Chroma, spectral centroid/bandwidth/rolloff, ZCR, RMS. Systematic benchmark on NU-Hive dataset. Best: Extra Trees + MFCC combination.",Audio,https://dl.acm.org/doi/pdf/10.1145/3628797.3628852,"Beehive monitoring is an essential task for beekeepers to keep under surveillance the health and productivity of their beehives. Traditional monitoring methods, such as visual inspection, are labor-intensive, time-consuming, and have negative effects on bee colonies. Recently, machine learning (ML) algorithms have emerged as a powerful tool for automated monitoring beehives using bee sounds. To apply the ML methods, the first main step is to extract important features from the original audio data. In this study, we examine the performance of various ML algorithms using six different audio feature extraction methods. Experiments have been conducted on an audio dataset collected in Vietnam when the queen bee is present or absent. The experiment results indicate that the audiobased approach can effectively monitor beehives and by choosing the suitable feature extraction technique the performance of the ML methods for detecting the absence of the bee queen can be improved significantly.",Proceedings of the 12th International Symposium on Information and Communication Technology,Pass,,"Research problem: The paper studies how to identify whether the queen bee is present or absent from beehive sound. It explains that traditional hive inspection is labor-intensive, time-consuming, and stressful for bees, so the authors investigate which audio feature extraction method works best with machine learning for this task.",Vietnam,Vietnam,Viet Nam,2022,Classical ML
Evaluation of Classification Performance of Honey Bee Species with Deep Learning Models,Çalışan et al.,2025,Classification,Species & Subspecies Classification — CNN/ResNet K-Fold Benchmark for Species Classification,CNN + ResNet variants with K-fold cross-validation. Systematic benchmark comparing model performance and generalisation for honey bee species classification from images. Addresses class imbalance and small dataset challenges.,Image,https://electricajournal.org/index.php/pub/article/view/1240,"Bees, which have a critical role in the sustainability of our ecosystem, are of vital importance in maintaining ecological balance and biodiversity. More than one-third of the world’s food production is dependent on pollinators, and one of the most important of these is the honey bee. As the decline of bee populations threatens ecological balance and biodiversity, the importance of computer vision techniques for the automatic detection of these species is increasing. In this study, two different deep learning models based on classical convolutional neural network (CNN) and Residual Neural Network (ResNet) architectures are proposed and their effectiveness in classifying honey bee species is examined. Model1 is based on the CNN structure and Model2 uses CNN-ResNet integration. In the experiments on the BeeImage dataset containing images of six different honey bee species, it was determined that Model1 achieved 94.91%, and Model2 achieved 93.63% with the K-fold Cross-Validation technique. The results show that deep learning models can classify bee species in a fast and low-cost way. It is seen that these technologies have significant potential in biological research. The high success rates obtained in the study show that the developed deep learning models can contribute to the protection of biodiversity.",Electrica journal,Pass,-,Honey bee species classification,United States,Turkey,United States,2018,CNN & Variants
Genetic Programming for Bee Audio Classification,Nguyen et al.,2023,Classification,Colony Health & Acoustic Monitoring — Genetic Programming for Bee vs Non-Bee Sound,Genetic Programming (GP): automatically evolves mathematical feature-extraction programs from raw audio. Novel: GP generates interpretable symbolic features rather than using predefined MFCC/spectrogram representations. Binary: bee vs no-bee sound classification.,Audio,https://dl.acm.org/doi/abs/10.1145/3591569.3591612,"Honey bees (Apis mellifera) play a very important role in agriculture thanks to their ability of plants’ pollination. However, the number of honey bees decreases every year because of the effects of climate change, environmental pollution, and so on. As a result, finding a useful solution to this problem has been more and more attracting scientists and companies. Applying machine learning (ML) methods based on audio data recording inside the hive is a promising solution to detect changes in the beehive. In this study, we investigate the genetic programming (GP) method, one of the powerful ML methods, for identifying bee sound data. We also compare our proposal with the results from a previous study. The experiment results show that with the right configuration of parameters, GP can achieve better results than well-known methods for the task of classifying bee sound samples.",Proceedings of the 2023 8th International Conference on Intelligent Information Technology,Pass,,"The paper studies how to classify bee sound samples recorded inside hives. More specifically, it treats this as the basic task of recognizing bee sounds and distinguishing them from non-bee sounds, since later hive-monitoring analysis depends on this first step being correct. In the experiments, the classification problem is a 3-class problem: buzzing bees, crickets chirping, and ambient noise.",Vietnam,Vietnam,Viet Nam,2017,Domain Specific / Specialized
Honey Bee Dance Modeling in Real-time using Machine Learning,Saghafi & Tsokos,2017,Classification,Waggle Dance & Social Behaviour — Dance Component Segmentation,"Statistical features (moving average of sin/cos(θ), diff, mean, max) + Logistic Regression / ANN / SVM (compared); best LR accuracy = 97.1% pooled.",time-series (motion data),https://arxiv.org/pdf/1705.07362,"The waggle dance that honeybees perform is an astonishing way of communicating the location of food source. After over 60 years of its discovery, researchers still use manual labeling by watching hours of dance videos to detect different transitions between dance components thus extracting information regarding the distance and direction to the food source. We propose an automated process to monitor and segment different components of honeybee waggle dance. The process is highly accurate, runs in real-time, and can use shared information between multiple dances",arXiv,Pass,,"Research problem The paper says that studying honey bee dance patterns still depends on expert labeling of videotapes, and this is time-consuming and error-prone. The stated objective is to develop a fast and reliable system that can automatically segment and label dance patterns in real time.",USA,USA,United States,2008,Classical ML
Honey Bee Piping Detection Utilizing Convolutional Neural Networks,Campell et al.,2025,Classification,Colony Health & Acoustic Monitoring — Classification,"MFCC feature extraction + CNN classifier. Binary: piping signal present vs absent. Piping is a queen-specific vocalization signalling queen emergence, rivalry, and swarming preparation. Dataset: labelled in-hive audio recordings.",Audio (MFCC),https://ieeexplore.ieee.org/document/10944248/,"Audio recordings from inside honey beehives can provide significant information about the health and build-up status of the hives. Bees emit important bioacoustic indicators, such as auditory piping signals, which can play a significant role in determining the growth and health status of the hive. As part of the Appalachian Multipurpose Apiary Informatics System (AppMAIS) project, we have installed microphones inside 28 beehives in the Western region of North Carolina. Several of these hives have swarmed over the past two years, allowing us to collect a multitude of recordings containing piping. Using this data, we have trained a piping detector convolutional neural network (CNN), which can function with high accuracy across three unique hives. This article provides details regarding the acoustic properties of the relevant subclasses of piping signals and the design and implementation of a piping classifier.",IEEE,Pass,neural network honeybees,Honey bee piping detection(associated with colony behaviour),US(North Carolina),US(North Carolina),United States,2023,CNN & Variants
Honey Bees Find the Shortest Path: A Collective Flow-Mediated Approach,Nguyen et al.,2023,Detection,Waggle Dance & Social Behaviour — Collective Pheromone-Guided Navigation and Path Selection,Adaptive Otsu thresholding + morphological operations (bee detection from aerial 4K video) → two ResNet-18 CNNs: (1) scenting vs non-scenting classifier (95.17%); (2) orientation predictor with angular loss (96.71% within 15°). Tikhonov-regularized reconstruction of pheromone attractive surfaces.,Video,https://link.springer.com/article/10.1007/s10015-022-00816-0,"Honey bees (Apis mellifera L.) are social insects that makes frequent use of volatile pheromone signals to collectively navigate unpredictable and unknown environments. Ants have been shown to effectively use pheromone trails to find the shortest path between two points, the nest and the food source. The ant pheromone trails are accomplished by depositing pheromones which are then diffused passively, creating isotropic (i.e., non-directional and axi-symmetric) signals. In this study, we report the first instance of the honey bees’ ability to solve the shortest path problem to localize the queen and aggregate around her by using a collective flow-mediated scenting strategy. In this strategy, individual bees not only emit pheromones but also fan their wings to actively direct the flow of the signals, providing colony members with directional messages to the queen’s location. We use computer vision and deep learning approaches to perform automatic and accurate image analysis. As a result, we quantify the number of bees in the short and long paths, and show that the short path is frequented by significantly more bees over time. We also reconstruct attractive surfaces using the positions and directions of scenting bees, and show that this surface is more “attractive” along the short path and around the queen as scenting bees send out directional messages and the swarm makes their way to the queen. Overall, we show that honey bees can effectively use the collective scenting behavior to overcome local and volatile pheromone communication and find the shortest path to the queen.",Artificial Life and Robotics,Pass,neural network honeybees,monitoring/exprimental,-,USA,,2023,CNN & Variants
Honey Sources: Neural Network Approach to Bee Species Classification,Kelley et al.,2021,Classification,Species & Subspecies Classification — Crowdsourced Image Species Classification,"Two-stage pipeline: Stage 1 — Faster R-CNN + ResNet-101 + FPN (semi-supervised iterative bee localisation, 10,650 iterations). Stage 2 — same backbone + single-class RoI head (species classification). Data: 15,347 images from BeeSpotter crowdsource. 91% overall accuracy.",Image,https://www.sciencedirect.com/science/article/pii/S1877050921015544,"Bees are the main pollinators of the world and are dying at an alarming rate. Being able to classify them and study their habits is of paramount importance. Crowdsourced datasets are preferred methods for gathering data about the current state of bee populations in their natural environment. Such images, however, may be problematic to use due to large volume of images that place strain on the experts’ capabilities of identifying the species. We propose a method to identify regions of interest in an image containing a bee and to correctly classify the species of the bee. In addition, the procedure works on large crowdsourced datasets (we worked with BeeSpotter) with minimal manual annotation and data augmentation. Our approach is capable of addressing two genus and related bee species and records 91% correct classification. A limitation of the BeeSpotter dataset is labeling just one bee per image which may contain two or more bees. We overcome this issue by classifying all bees even in cases of two genus. Finally, the proposed approach is compared with two other recent works which report similar accuracy, but are limited with stricter image preprocessing or photographic setup.",,Pass,bee species classification,image classification,usa,usa,United States,2021,Recurrent / Sequential
Honeybee Colony Growth Period Recognition Based on Multivariate Temperature Feature Extraction and Machine Learning,Lu et al.,2025,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — ML Classification of Colony Growth Periods from IoT Temperature Features,"IoT smart beehives with temperature, humidity, entrance count, sound, weight sensors. Data: 38 colonies (33 Tai'an, 5 Guilin), hourly, Sep 2019–May 2022. Extracts 17 time-domain temperature features (dimensional + dimensionless indices). PCA dimensionality reduction. 6 ML classifiers compared (supervised + unsupervised). Best: BP neural network, MAE 1.45% for 4-period growth classification (spring propagation, summer honey collection, autumn decline, winter cluster). Cross-region validation confirms generalisability. Sensors 25(13):3916, Jun 2025.",Sensor (Temperature/IoT),,,,,,,,,,,
Honeybee Re-identification in Video: New Datasets and Impact of Self-supervision,Chan et al.,2022,Tracking & Pose Estimation,Individual Tracking & Re-identification — Contrastive Self-Supervised Re-identification,CNN + Contrastive Learning (Triplet Loss) + self-supervised pre-training. Re-identifies bees by abdomen appearance across video frames. New annotated dataset released. Self-supervision significantly improves re-ID accuracy vs fully supervised baselines.,Video,,,,,,,,,,,
Honeybee Re-identiﬁcation in Video: New Datasets and Impact ofSelf-supervision,Chan,2022,tracking & pose estimation,,"CNN , R-CNN",video,https://www.scitepress.org/Papers/2022/108431/108431.pdf,"This paper presents an experimental study of long-term re-identification of honeybees from the appearance of their abdomen in videos. The first contribution is composed of two image datasets of single honeybees extracted from 12 days of video and annotated with information about their identity on long-term and short-term scales. The long-term dataset contains 8,962 images associated to 181 known identities and used to evaluate the long-term re-identification of individuals. The short-term dataset contains 109,654 images associated to 4,949 short-term tracks that provide multiple views of an individual suitable for self-supervised training. A deep convolutional network was trained to map an image of the honeybee’s abdomen to a 128 dimensional feature vector using several approaches. Re-identification was evaluated in test setups that capture different levels of difficulty: from the same hour to a different day. The results show using the short-term self-supervised information for training performed better than the supervised long-term dataset, with best performance achieved by using both. Ablation studies show the impact of the quantity of data used in training as well as the impact of augmentation, which will guide the design of future systems for individual identification.",VISIGRAPP (5: VISAPP),Pass,,"Research problem The paper studies long-term re-identification of honeybees from the appearance of their abdomen in videos. It explains that manual identification is arduous and time-consuming, and that re-identifying animals in a natural habitat is especially hard because an individual can leave the camera view for an indefinite amount of time, so the system must connect tracks across large time gaps. The paper also says that large-scale identity labels are difficult to obtain for honeybees because there are many individuals and manual identity annotation is hard. The authors therefore investigate whether short-term tracking information can be used as self-supervised training information to improve long-term re-identification.",PuertoRico (Lab),Puerto Rico,Puerto Rico,2021,Hybrid / Multi-Model
Identification of Honeybees with Paint Codes Using Convolutional Neural Networks,Plaza et al.,2024,Tracking & Pose Estimation,Individual Tracking & Re-identification — Supervised Contrastive Re-ID with Paint Code Marking,Supervised Contrastive Learning (SimCLR-style) with CNN backbone for individual re-identification from paint-code patterns on bee thorax. No barcode equipment needed. Field-deployable lightweight marking system.,Image,https://www.scitepress.org/Papers/2024/124606/124606.pdf,"This paper proposes and evaluates methods for the automatic re-identification of honeybees marked with paint codes. It leverages deep learning models to recognize specific individuals from images, which is a key component for the automation of wild-life video monitoring. Paint code marking is traditionally used for individual re-identification in the field as it is less intrusive compared to alternative tagging approaches and is human-readable. To assess the performance of re-id using paint codes, we built a mostly balanced dataset of 8062 images of honeybees marked with one or two paint dots from 8 different colors, generating 64 distinct codes, repeated twice on distinct individual bees. This dataset was used to perform an extensive comparison of convolutional network re-identification approaches. The first approach uses supervised learning to estimate the paint code directly; the second approach uses contrastive learning to learn an identity feature vector that is then used to query a database of known identities. Best performance reached 85% correct identification for all 64 identities, and up to 97.6% for 8 identities, showing the potential of the technique. Ablation studies with variation in training data and selection of IDs provide guidance for future use of this technique in the field",Scitepress,Pass,,automatic re-identification of honeybees marked with paint code,-,Puerto Rico,,2024,Domain Specific / Specialized
Identify the Beehive Sound Using Deep Learning,Quaderi et al.,2022,Classification,Colony Health & Acoustic Monitoring — Beehive vs Non-Beehive Sound Classification,"Feature extraction: MFCC, Mel spectrogram, Chroma → Sequential NN, CNN, RNN (deep learning) + SVM, RF, Naive Bayes, Decision Tree (classical ML) — comprehensive comparison of 7 model families. Binary: beehive vs non-beehive sound.",Audio,https://arxiv.org/pdf/2209.01374,"Flowers play an essential role in removing the duller from the environment. The life cycle of the flowering plants involves pollination, fertilization, flowering, seed- formation, dispersion, and germination. Honeybees pollinate approximately 75% of all flowering plants. Environmental pollution, climate change, natural landscape demolition, and so on, threaten the natural habitats, thus continuously reducing the number of honeybees. As a result, several researchers are attempting to resolve this issue. Applying acoustic classification to recordings of beehive sounds may be a way of detecting changes within them. In this research, we use deep learning techniques, namely Sequential Neural Network, Convolutional Neural Network, and Recurrent Neural Network, on the recorded sounds to classify bee sounds from the nonbeehive noises. In addition, we perform a comparative study among some popular non-deep learning techniques, namely Support Vector Machine, Decision Tree, Random Forest, and Naïve Bayes, with the deep learning techniques. The techniques are also verified on the combined recorded sounds (25-75% noises)",arXiv,Pass,,"The paper studies how to distinguish beehive sounds from non-beehive sounds in recordings collected inside hives. The authors present this as an important first step for audio-based beehive monitoring, because outside sounds such as animals, rain, urban noise, and maintenance sounds can appear in hive recordings and need to be separated from actual bee sounds.","America, Europe, Australia (OSBH, NU-Hive)",Bangladesh,United States,2015,Hybrid / Multi-Model
Identifying Queenlessness in Honeybee Hives from Audio Signals Using Machine Learning,Ruvinga et al.,2023,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — monitoring & predictive health analytics,MFCC feature extraction → CNN classifier. Binary: queenless vs normal (queenright). Evaluated on publicly available NU-Hive and OSBH datasets. Systematic comparison of preprocessing choices.,Audio,https://www.mdpi.com/2079-9292/12/7/1627,"Honeybees are vital to both the agricultural industry and the wider ecological system, most importantly for their role as major pollinators of flowering plants, many of which are food crops. Honeybee colonies are dependent on having a healthy queen for their long-term survival since the queen bee is the only reproductive female in the colony. Thus, as the death or loss of the queen is of great negative impact for the well-being of a honeybee colony, beekeepers need to be aware if a queen has died in any of their hives so that appropriate remedial action can be taken. In this paper, we describe our approaches to using acoustic signals recorded in beehives and machine learning algorithms to identify whether beehives do or do not contain a healthy queen. Our results are extremely positive and should help beekeepers decide whether intervention is needed to preserve the colony in each of their hives.",Electronics,Pass,neural network honeybees,indentifying queenlessness,-,United kingdom,,2022,CNN & Variants
Image Processing Algorithms of Tracking and Movement Pattern Analysis for Honeybees in a Beehive,Tsai et al.,2016,Tracking & Pose Estimation,Hive Entrance & Traffic Monitoring — In-hive Division of Labour,Hough Circle Transform + HOG + PCA + SVM (tag recognition) + voting algorithm (trajectory),Video,https://conferences.au.dk/uploads/tx_powermail/image_processing_algorithms_of_tracking_and_movement_pattern_analysis_for_honeybees_in_a_beehive.pdf,"enormous economic and agricultural loss. Monitoring honeybee behavior inside beehive can be an effective method to verify normal honeybee behavior. Observing honeybee behavior by human labor is time consuming. This has inspired us to propose an image system to take over the human labor with a better efficiency. Our imaging system uses 3 industrial cameras to acquire videos inside beehive with infrared LED light panels as the illumination. In order to capture individual honeybee information in beehive, we label a water-proof text tag on each honeybee as its ID. After labeling, Hough circle transform technique is applied to detect tag position and to segment out the tag image. In order to extract the tag character feature, tag images are transformed into feature vectors by histogram of oriented gradient (HOG) algorithm. Extracting feature by HOG leads to feature dimension increase which slows down the computational speed. Hence, principle component analysis (PCA) is applied to reduce the feature dimensionality first. Then, support vector machine (SVM) algorithm is applied to train and predict the tag text so the honey bee can be identified. After retrieving the position and text of the tag, position between two frames and real position in Euclidean distance are calculated to generate a trajectory. In order to determine the actual tag ID in trajectory, a voting algorithm is used to filter out misclassified ID. A trajectory can be segmented to shorter sub-trajectories, according to variance and cumulative angle, which are classified into 5 different movement patterns. These movement patterns approximately represent forward movement, clockwise movement, counter-clockwise movement, loitering, and being stationary. Individual honeybee trajectory information and movement pattern sequence can be used in honeybee behavior analysis for different age and different role of labor. Experimental results are demonstrated to show the feasibility of this monitoring and tracking system for honeybee behavior analysis.",CIGR-AgEng conference,Pass,,"The paper says that monitoring honeybee behavior inside the beehive is important, especially because abnormal pollination and colony problems can cause serious agricultural loss. It also says that observing honeybee behavior by human labor is laborious and time-consuming. The authors therefore develop an automatic image system to capture individual honeybee behavior inside the hive, extract trajectories, and analyze movement patterns for behavior analysis such as age polyethism and division of labor.",Taiwan,Taiwan,"Taiwan, Province of China",2016,Classical ML
Image Recognition Using Convolutional Neural Networks for Classification of Honey Bee Subspecies,Wang et al.,2022,Classification,Species & Subspecies Classification — CNN Subspecies Classification from Bee Images,"Custom CNN trained on whole-body bee images for subspecies classification. Compared against classical morphometric methods. Multiple subspecies including carnica, ligustica, caucasica.",Image,https://link.springer.com/article/10.1007/s13592-022-00918-5,"Four models based on convolutional neural networks were used to investigate whether image recognition techniques applied to honey bee wings could be used to discriminate among honey bee subspecies. A dataset consisting of 9887 wing images belonging to 7 subspecies and one hybrid was analysed with ResNet 50, MobileNet V2, Inception Net V3, and Inception ResNet V2. Accuracy values of classification of individual wings were over 0.92, and all models outperformed traditional morphometric evaluation. The Inception models achieved the highest accuracies and higher scores of precision and recall for most classes. When wing images were grouped by colony, almost all wings in the colony samples were labelled with the same class. We conclude that automatic image recognition and machine learning applied to honey bee wings can reliably discriminate among the European subspecies and could thus represent a useful tool for fast classification of honey bee subspecies for breeding and conservation aims.",Apidologie,Pass,honeybees and artificial intelligence,classification,Italy and other European countries,Italy,Italy,over the past 40 years,CNN & Variants
Image-Based Classification of Honeybees,Schurischuster et al.,2020,Classification,Varroa & Disease Detection — Healthy vs Varroa-Infected Bee Classification,Two-stage pipeline: AlexNet / ResNet-101 (sliding window detector) OR DeepLabV3 (semantic segmentation) → bee patch extraction → Varroa mite presence classification.,Image,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9286673,"Abstract:Behavioral analysis of honeybees is a key factor for keeping a healthy bee colony and therefore impacts our lives indirectly or even directly, due to their pollination of many plant species. Rapid growth of parasites like Varroa destructor is one of the main reasons for the elevated mortality of bee colonies. In this paper we are classifying bees into 'healthy' and 'infected' based on the presence of this parasitic mite. A camera facing the entrance of a beehive is acquiring the images used for a novel dataset, which is used to segment and detect Varroa destructor. We are comparing two classification methods based on AlexNet and ResNet as well as a semantic segmentation approach using DeepLabV3, with the latter achieving a per-class accuracy of minimum 90.8% with an overall f-score of 0.95. The evaluations are performed on a ground truth dataset with more than 13,000 manually labeled images of infected and healthy bees, which is made publicly available.",IEEE,Pass,,"Research problem: The paper aims to build an automated bee classification system to determine whether a bee is healthy or infected by Varroa destructor. The motivation is that current manual monitoring of hive health and parasite load is time-consuming, invasive, and based on statistical sampling, so the authors want a more precise and economic automatic method.",-,Austria,,2020,CNN & Variants
Image-Based South Asian Bee Species Identification: A Machine Learning Approach,Srinivas et al.,2025,Classification,Species & Subspecies Classification — MobileNetV2 Transfer Learning for South Asian Species ID,"MobileNetV2 (transfer learning, ImageNet pre-trained) fine-tuned for South Asian bee species classification. Addresses geographic gap — most prior work focuses on Apis mellifera in Europe/North America. Image-based field identification.",Image,https://www.researchgate.net/publication/393436748_Image-based_South_Asian_bee_species_identification_a_machine_learning_approach,"Healthy ecosystems provide indispensable services like pollination, climate regulation, and soil formation. Pollination service provided by insects alone is valued at €153 billion. Bees are one of the major insect pollinators, making them economically important animals, yet their populations are threatened by anthropogenic pressures. Monitoring the distribution and diversity of wild bees becomes daunting as it involves extensive field surveys, sample collection, and traditional taxonomy. Logistic and ethical issues complicate this further. Machine learning (ML) on passively collected visual data can provide a non-invasive, large-scale solution to these problems. However, a significant challenge for ML application is the lack of geographically varying training data for different bee species, especially from species-rich tropical regions. In addition, these algorithms have predominantly been tested on image data collected under controlled conditions inside laboratories. ML models must be trained to perform on field-collected unrefined images of different bee species for rapid yet non-invasive diversity estimation. In this study, to challenge and bolster the existing deep learning networks, we collected 3250 field-captured images of major South Asian social bees (A. dorsata, A. cerana, A. florea, and Tetragonula spp.). We did not control these images for lighting and camera perspectives, which posed significant challenges to the models. We benchmarked this image dataset using standard convolution neural network (CNN) models, finding that MobileNet-V2 was the best model, achieving the highest accuracy of 98.4%.",ResearchGate/Journal of Insect Conservation,Pass,-,Honey bee species classification,South Asia- South India,India,India,2025,CNN & Variants
Image-Based Species Identification of Wild Bees Using Convolutional Neural Networks,Buschbacher et al.,2019,Classification,Species & Subspecies Classification — Wild Bee Wing Venation Species ID,"MobileNetV2 (ImageNet pre-trained, final layer replaced with 124-unit softmax). Input: wing images from ABIS collection (7,595 images, 124 species, 8 genera). 5-fold cross-validation. Top-1 accuracy 93.95%, top-5 accuracy 99.61%. Outperforms Branch-CNN and Inception-ResNet baselines.",Image,https://www.researchgate.net/profile/Marianne-Espeland/publication/336999589_Image-based_species_identification_of_wild_bees_using_convolutional_neural_networks/links/5dc0379b4585151435e58ae6/Image-based-species-identification-of-wild-bees-using-convolutional-neural-networks.pdf,"Monitoring insect populations is vital for estimating the health of ecosystems. Recently, insect population decline has been highlighted both in the scientific world and the media. Investigating such decline requires monitoring which includes adequate sampling and correctly identifying sampled taxa. This task requires extensive manpower and is time consuming and hard, even for experts, if the process is not automated. Here we propose DeepABIS based on the concepts of the successful Automated Bee Identification System (ABIS), which allowed mobile field investigations including species identification of live bees in field. DeepABIS features three important advancements. First, DeepABIS reduces the eorts of training the system significantly by employing automated feature generation using deep convolutional networks (CNN). Second, DeepABIS enables participatory sensing scenarios employing mobile smart phones and a cloud-based platform for data collection and communication. Third, DeepABIS is adaptable and transferable to other taxa beyond Hymenoptera, i.e., butterflies, flies, etc. Current results show identification results with an average top-1 accuracy of 93.95% and a top-5 accuracy of 99.61% applied to data material of the ABIS project. Adapting DeepABIS to a butterfly dataset showing morphologically dicult to separate populations of the same species of butterfly yields identification results with an average top-1 accuracy of 96.72% and a top-5 accuracy of 99.99%.",,Pass,Honey Bee artificial intelligence,Increasong accuracy ofAutomated Bee Identification System(ABIS) using DeepAbis,"Germany, Brazil, United States, and China",Germany,Germany,2019,CNN & Variants
Improving Pollen-Bearing Honey Bee Detection from Videos by Combining Deep Learning and Handling Imbalance Techniques,Nguyen et al.,2024,Detection,Pollen & Foraging Monitoring — Imbalance-Aware Deep Pollen Detection,"YOLOv5 + Faster RCNN as baselines; three imbalance-handling techniques integrated (oversampling, loss reweighting, synthetic data). Recall improved 85%→88%, F1 improved 91%→93%. Dataset: entrance camera video.",Video,https://www.sciencedirect.com/science/article/pii/S1574954124002863,"The number of pollen-bearing honey bees serves as a vital indicator for assessing colony balance and health. Despite its significance, prevailing detection techniques still rely heavily on manual observation and annotation, leading to time-consuming processes that cannot sustain long-term, continuous monitoring efforts. To facilitate automatic beehive monitoring, this study introduces an efficient method for pollen-bearing bee detection. Initially, we furnish a comprehensive dataset, dubbed VnPollenBee, meticulously annotated for pollen-bearing honey bee detection and classification. The dataset comprises 60,826 annotated boxes that delineate both pollen-bearing and non-pollen-bearing bees in 2051 images captured at the entrances of beehives under various environmental conditions. To the best of our knowledge, this represents the first dedicated dataset for pollen-bearing bee detection. The VnPollenBee dataset is publicly accessible to the research community at https://comvis-hust.github.io/datasets/pollenbee.html. Subsequently, we propose the incorporation of diverse techniques into two baseline models, namely YOLOv5 and Faster RCNN, to effectively address the imbalance that arises during the detection of pollen-bearing bees due to their number being typically much lower than the total number of bees present at hive entrances. The experimental results demonstrate that our proposed method outperforms the baseline models on the VnPollenBee dataset, yielding Precision, Recall, and F1 score of 99%, 93%, and 95%, respectively. Specifically, the improvements obtained are 3% and 2% in Recall and F1 score when using YOLOv5, and 3%, 2%, and 2% in Precision, Recall, and F1 score when using Faster RCNN. These findings confirm the potential of our approach to facilitate bee foraging behavior analysis and automated bee monitoring.",ScienceDirect,Pass,,detection of pollen-bearing bees,-,Vietnam,,2022,Object Detection / Segmentation
Individual Differences in Honey Bee Behavior Enabled by Plasticity in Brain Gene Regulatory Networks,Jones et al.,2020,Tracking & Pose Estimation,Waggle Dance & Social Behaviour — Tracking & Pose Estimation,"bCode barcode tracking → CNN (barcode localiser/decoder) + PCA (18 behavioural metrics → 2-PC space) + Random Forest (forager phenotype prediction, 82% accuracy). Integrates transcriptomics with tracking.",Video,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XKmUJ3AAAAAJ&sortby=pubdate&citation_for_view=XKmUJ3AAAAAJ:WF5omc3nYNoC,"Understanding the regulatory architecture of phenotypic variation is a fundamental goal in biology, but connections between gene regulatory network (GRN) activity and individual differences in behavior are poorly understood. We characterized the molecular basis of behavioral plasticity in queenless honey bee (Apis mellifera) colonies, where individuals engage in both reproductive and non-reproductive behaviors. Using high-throughput behavioral tracking, we discovered these colonies contain a continuum of phenotypes, with some individuals specialized for either egg-laying or foraging and ‘generalists’ that perform both. Brain gene expression and chromatin accessibility profiles were correlated with behavioral variation, with generalists intermediate in behavior and molecular profiles. Models of brain GRNs constructed for individuals revealed that transcription factor (TF) activity was highly predictive of behavior, and behavior-associated regulatory regions had more TF motifs. These results provide new insights into the important role played by brain GRN plasticity in the regulation of behavior, with implications for social evolution.","eLife Sciences Publications, Ltd",Pass,bee behavior using AI,behavior detection,usa,usa,United States,2020,CNN & Variants
Individual Honey Bee Tracking in a Beehive Environment Using Deep Learning and Kalman Filter,Kongsilp et al.,2024,Tracking & Pose Estimation,Individual Tracking & Re-identification — MaskRCNN Instance Segmentation with Kalman Filtering,Mask R-CNN (instance segmentation: detect + segment individual bees) + ResNet backbone + Kalman filter (temporal trajectory smoothing and prediction). Handles occlusion in dense comb environment.,Image,https://www.nature.com/articles/s41598-023-44718-y,"The honey bee is the most essential pollinator and a key contributor to the natural ecosystem. There are numerous ways for thousands of bees in a hive to communicate with one another. Individual trajectories and social interactions are thus complex behavioral features that can provide valuable information for an ecological study. To study honey bee behavior, the key challenges that have resulted from unreliable studies include complexity (high density of similar objects, small objects, and occlusion), the variety of background scenes, the dynamism of individual bee movements, and the similarity between the bee body and the background in the beehive. This study investigated the tracking of individual bees in a beehive environment using a deep learning approach and a Kalman filter. Detection of multiple bees and individual object segmentation were performed using Mask R-CNN with a ResNet-101 backbone network. Subsequently, the Kalman filter was employed for tracking multiple bees by tracking the body of each bee across a sequence of image frames. Three metrics were used to assess the proposed framework: mean average precision (mAP) for multiple-object detection and segmentation tasks, CLEAR MOT for multiple object tracking tasks, and MOTS for multiple object tracking and segmentation tasks. For CLEAR MOT and MOTS metrics, accuracy (MOTA and MOTSA) and precision (MOTP and MOTSP) are considered. By employing videos from a custom-designed observation beehive, recorded at a frame rate of 30 frames per second (fps) and utilizing a continuous frame rate of 10 fps as input data, our system displayed impressive performance. It yielded satisfactory outcomes for tasks involving segmentation and tracking of multiple instances of bee behavior. For the multiple-object segmentation task based on Mask R-CNN, we achieved a 0.85 mAP. For the multiple-object-tracking task with the Kalman filter, we achieved 77.48% MOTA, 79.79% MOTSP, and 79.56% recall. For the overall system for multiple-object tracking and segmentation tasks, we achieved 77.00% MOTSA, 75.60% MOTSP, and 80.30% recall.",SpringerNature,Pass,,tracking of individual bees in a beehive environment using a deep learning approach and a Kalman filter. Detection of multiple bees and individual object segmentation .,Thailand (Lab setting),Thailand,Thailand,2021,Hybrid / Multi-Model
